f1,f2,f3,f4,f5,f6,f7,target
0.2835205392671821,0.36737435814420344,0.18999827816621362,0.13867582682062932,0.1337879095483335,0.44978255017537544,-0.08268683776259422,0
0.28788024759585934,0.4184367503890973,0.19815006993274356,0.13534829047945754,0.13322520080019684,0.4664425281011246,-0.06373234651982784,0
0.3101922977563408,0.3771705742718589,0.23717146786957963,0.18188905096062813,0.16438638810533074,0.7423624422244348,-0.07935262285172939,0
0.30307688003385075,0.3086529245668658,0.2847232727772775,0.24373458165661044,0.21695728432752504,-0.9618739795941083,-0.07950175460428,0
0.2683768805410423,0.3746295276342973,0.17585182066600594,0.13077666949380343,0.148064351255346,-0.7125087277526702,-0.05783782247453928,0
0.3045193831414301,0.524847532866718,0.1944196535492199,0.0975115969469399,0.0857086038229003,-0.05060311036571691,-0.04263630509376526,0
0.3084847488670375,0.5844764325533822,0.21158393879489548,0.11264096344846154,0.08192014982436098,-0.06042118436736158,-0.07761391997337341,0
0.3494321471391444,0.520987725248075,0.22286892587678914,0.16968995773521015,0.1449183324560712,-0.5496195361907439,-0.03964047692716122,0
0.3762425480415845,0.6209972560449384,0.22972261702971722,0.1399879836592801,0.11080154194373168,-0.06379056535817815,-0.042371660470962524,0
0.3200303552103131,0.46200677323978256,0.21412411473015708,0.1759081262302289,0.1592377630876709,-0.7556443691356284,-0.029447743203490973,0
0.36489551909577267,0.522867457045674,0.2317926978748939,0.18049069845165955,0.15789916366110923,-0.6397090085356198,-0.053275026846677065,0
0.4038266722714994,0.5401669489093075,0.28788536806242676,0.1678554380231192,0.147700823457534,0.049845550372020105,-0.04064463824033737,0
0.2906814451777568,0.3768661566160161,0.2064815352296956,0.1529590805701125,0.14102602520740623,-0.4781110228388422,-0.04577694460749626,0
0.29475346552454373,0.21095912845482784,0.21951634274471943,0.1703014724799714,0.1538760960645287,-0.8581312463911991,-0.06599408388137817,0
0.25154714443726434,0.31273306014924324,0.1994315491893562,0.1700062936563953,0.1754201429359999,-0.9697908007130565,-0.06296096090227365,0
0.2502005130219607,0.32649152460286684,0.1768378421493501,0.14110794038891192,0.12926864778913325,0.9594408544345785,-0.04419620614498854,0
0.2895559894360912,0.3661325974875499,0.19942552553147966,0.17118788704940555,0.16988904376268374,0.8002495111017247,-0.08587401360273361,0
0.287745829530245,0.37814279343396845,0.23553028875940762,0.17172842516759954,0.1622016117964987,-0.666562293779687,-0.06546241603791714,0
0.44174285742088854,0.318874797309137,0.193829628248658,0.14005071025022972,0.11978377363661656,-0.12877216464596467,-0.040591918950667605,1
0.4110882779689598,0.4098706312975031,0.19534078800144483,0.15284631354304284,0.13387172894499508,-0.18264804008745286,-0.02963552880100906,1
0.36800450546581415,0.4902978362049058,0.21205313585060376,0.12980875163113456,0.09100276048826701,-0.08992257246908845,-0.030737584456801414,1
0.4108629564526217,0.44489510770117413,0.19712394440218337,0.15298702002661319,0.1353118363931947,-0.08246904460780069,-0.038645518478006124,1
0.45344809562986216,0.3614249520263176,0.2013886978191499,0.16431411346635433,0.1455739129495866,0.32005629853203416,-0.049356779316440225,1
0.4457157076745421,0.40944858284940183,0.18889350176935932,0.14723068610226187,0.13905022510929116,0.34020612869635164,-0.06698669213801622,1
0.4889655045167882,0.31510241465222855,0.22043321317612066,0.1677170538639942,0.14815418798543523,0.3853614320203741,-0.04298011539503932,1
0.5199500050420747,0.463629680220923,0.26388574736484965,0.18957297393960723,0.1849797293824714,-0.2786874674890854,-0.047659499337896705,1
0.4400397321709878,0.5817592296518806,0.2372023175912505,0.13246805086818902,0.10895728312421106,-0.1204840054126013,-0.04395962692797184,1
0.5123952184358208,0.3942446687439521,0.28034641020697626,0.16584970849122116,0.14962040252452793,-0.07419571966115024,-0.06020577810704708,1
0.485583615616421,0.37280752635503783,0.2772464548165235,0.20319170317699634,0.16256526058706258,-0.0988711783006773,-0.04583154059946537,1
0.35867070472835655,0.24492959781168117,0.16543837855908872,0.13273079587687125,0.1387085891513086,0.7470759659954279,-0.052575950510799885,1
0.5708168022477621,0.4223097386930145,0.22138647709946072,0.16148598995111882,0.14757097501159538,0.28666958038149415,-0.06875972636044025,1
0.5339059550640093,0.5368094949644545,0.24729850710494491,0.1954516401058027,0.1858391281055218,0.13409054455645272,-0.11658860230818391,1
0.4916660721885176,0.5192271332392785,0.2963376836074635,0.22512756531759923,0.206177108263625,0.1020552006064102,-0.07224703882820904,1
0.4666553433084934,0.5081782232769662,0.3471355186894479,0.25513708341909075,0.21888047433755095,-0.046765426439721286,-0.07554019242525101,1
0.4823616810519706,0.3450729848638244,0.19017312543847364,0.13984425311048224,0.12806672644560324,-0.15385334775523304,-0.04881218960508704,1
0.3047087595073774,0.4373453204681934,0.47560139154173475,0.44940347869999203,0.392331680511292,-0.2028907787832275,-0.0007048388943076134,2
0.45316359858443495,0.6929282977964564,0.7567258562306686,0.7191508891366086,0.6202826904390445,-0.304314549266214,-0.01872960291802883,2
0.4603652734235189,0.6768072803875135,0.7335339248531939,0.67808964366323,0.5756835177993362,0.05562619296407015,-0.015810571610927582,2
0.2490075171831756,0.45698343727118734,0.513508087010633,0.49606864515506494,0.4614242440034936,0.6347539769304978,0.014716626610606909,2
0.24938093010586013,0.32581151091911315,0.3411784470487525,0.31221449909422183,0.2626856315066508,-0.10798490256403516,0.010923811234533787,2
0.24768199115915715,0.39340053487880033,0.4475307319832503,0.44093749589999626,0.39888943350118566,-0.5740525452617312,-0.004233730956912041,2
